"","util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes","inadimplente"
"10897",0,35,0,0.207047255,3660,5,0,0,0,2,0
"10898",0.043826029,57,1,0.39566075,2534,7,0,1,0,0,0
"10899",0.519925725,40,0,0.591779423,7833,5,0,1,0,0,0
"10900",0.840053316,35,1,0.183475448,3400,11,0,0,1,0,1
"10901",0.482319789,40,2,0.316269397,6250,8,0,2,0,0,1
"10902",0,62,0,1738,NA,6,0,1,0,0,0
"10903",0.047660629,41,0,0.24371192,6400,11,0,1,0,2,0
"10904",0.079983833,60,0,0.144039994,6400,8,0,1,0,1,0
"10905",0.004214806,93,0,0.000893769,7831,11,0,0,0,0,0
"10906",0.022495526,68,0,2522,NA,13,0,1,0,1,0
"10907",0.635484788,73,1,0.672546196,8333,13,4,4,0,0,1
"10908",0.011459907,64,0,0.001809351,10500,10,0,0,0,0,0
"10909",0.30283797,63,0,2866,NA,8,0,2,0,0,0
"10910",0.311587028,50,0,1.353982301,3050,18,0,2,0,1,0
"10911",0.366494985,36,0,0.434622468,3800,6,0,1,0,5,0
"10912",0.038901971,63,0,0.194542804,4800,15,0,1,0,1,0
"10913",0.247138704,50,0,0.420804084,7834,20,0,1,0,2,0
"10914",0.282843674,64,0,0.599766082,4274,6,0,2,1,0,1
"10915",0.033705076,69,0,0.312329093,8410,6,0,2,0,1,0
"10916",0.284140357,36,0,0.310804379,2100,8,0,0,0,1,0
"10917",0.025722285,43,0,0.507473658,8161,5,0,1,0,0,0
"10918",0.044764531,49,0,0.334558261,6530,8,0,1,0,2,0
"10919",0,44,0,0.384545619,5512,13,0,2,0,1,0
"10920",0.179875299,36,2,0.159537572,3459,9,0,0,1,1,1
"10921",0.159607388,58,1,0.410717917,9833,16,0,2,0,0,0
"10922",0.557803246,30,0,0.226818434,3601,9,0,0,0,1,1
"10923",0.008073476,62,0,0.000635459,4720,2,0,0,0,0,0
"10924",0.110979929,53,0,0.353621291,4583,14,0,2,0,0,0
"10925",0.9999999,57,1,0.001478132,11500,1,0,0,0,2,1
"10926",0,82,0,0.204340405,4100,5,0,1,0,0,0
"10927",0.42957043,27,0,0.503175723,4250,4,0,1,0,0,0
"10928",0.117485314,53,0,0.328026657,2700,7,0,1,0,1,0
"10929",0.025181756,54,0,0.394804089,2347,11,0,1,0,2,0
"10930",0.071163563,30,0,1340,NA,5,0,1,0,0,0
"10931",0.9999999,53,0,0.927004465,5150,6,0,1,0,0,1
"10932",0.181553751,36,0,0.266393443,4879,7,0,0,0,2,0
"10933",0.734928189,40,0,1.012483574,3043,11,0,0,0,0,1
"10934",0.316230035,27,1,0.086365454,2500,3,0,0,0,3,1
"10935",0.871229746,51,0,0.056773278,62000,12,0,2,1,1,1
"10936",0.066846776,61,0,0.228269515,8800,11,0,3,0,0,0
"10937",0.9999999,43,0,2084,NA,1,0,1,0,0,1
"10938",0.001401853,77,0,2,NA,8,0,0,0,NA,0
"10939",0.379124175,65,0,0.219862586,1600,3,0,0,0,0,0
"10940",0.9999999,35,1,0.343437006,3793,3,0,2,0,2,1
"10941",0.067664411,43,0,87,NA,2,0,0,0,NA,0
"10942",0.01288202,77,0,0.110813909,2616,10,0,0,0,0,0
"10943",0.025083333,49,0,0.533068305,8300,13,0,3,0,1,0
"10944",0.275266385,48,0,0.351092701,7000,16,0,1,0,1,0
"10945",0.911711295,38,1,0.143121816,6476,12,0,0,0,0,1
"10946",0.010412218,69,0,0.313537293,5000,19,0,2,0,0,0
"10947",0.050610179,52,0,0.196800533,6000,9,0,1,0,4,0
"10948",0.370465395,42,0,0.46264602,3680,16,0,1,0,3,0
"10949",0.754596323,53,1,0.036585366,11233,3,0,0,0,0,1
"10950",0.9999999,39,0,0.362545818,3000,1,0,1,1,2,1
"10951",0.109511266,55,0,1102,NA,5,0,1,0,0,0
"10952",0.9999999,29,0,0,2040,0,0,0,0,6,1
"10953",0.21266141,48,0,0.116141417,6250,6,0,0,0,1,0
"10954",0.9999999,21,0,0.070743405,833,0,0,0,0,0,0
"10955",0.626672548,39,1,0.516138246,3500,8,0,2,0,4,1
"10956",0,43,1,0.428709056,6227,9,0,3,0,0,0
"10957",0.174757794,42,1,0.212087122,32000,9,0,2,0,1,0
"10958",0.437044438,58,1,0.29722681,11502,13,0,3,0,2,0
"10959",0.377753225,31,1,0.286778819,8856,14,0,2,0,0,1
"10960",0.893273938,43,0,0.726424361,6107,18,0,1,0,4,1
"10961",0,60,2,0.000384468,2600,4,0,0,0,0,0
"10962",0.511292781,41,0,0.277630533,7545,12,0,2,0,5,0
"10963",0.069347121,68,0,0.009639035,15042,7,0,0,0,1,0
"10964",0.016987836,56,0,0.747161572,4579,14,0,1,1,0,1
"10965",0.193162086,34,0,0.033790919,2840,2,0,0,0,0,0
"10966",0.674787808,55,0,1756,NA,4,0,1,0,0,0
"10967",0,76,0,0,2000,3,0,0,0,0,0
"10968",0.797979798,61,0,0.363686841,7203,11,0,2,0,0,0
"10969",0.014576081,53,0,0.210955331,9200,9,0,1,0,2,0
"10970",0.003643817,74,0,0.160943676,8095,12,0,2,0,1,0
"10971",0.9999999,29,0,0,NA,1,0,0,0,0,1
"10972",0.027094593,64,0,0.002956265,11500,3,0,0,0,0,0
"10973",0.061379445,62,0,0.198415811,12750,11,0,1,0,2,0
"10974",0.029630238,63,0,0.679632037,10000,13,0,1,0,0,0
"10975",0.131164238,76,0,0.019081743,12000,6,0,0,0,0,0
"10976",0.258093548,36,0,0.243533123,3169,5,0,0,0,0,0
"10977",0.9999999,63,0,0.054527429,3025,2,0,0,0,0,0
"10978",0.052927363,55,0,0.10268694,4800,4,0,0,0,1,0
"10979",0.382188025,60,0,0.314011999,10333,14,1,1,0,0,1
"10980",0.001499942,56,0,0.107563745,9333,7,0,1,0,0,0
"10981",0.312358352,64,0,0.437234632,10833,8,0,1,0,0,0
"10982",0.542847363,32,0,0.256463289,2900,7,0,0,0,1,0
"10983",0.204816054,68,1,0.331638705,5900,22,0,0,0,0,0
"10984",0.107166972,39,0,0.988032909,2673,8,0,1,0,0,0
"10985",0.616863096,41,0,0.609565072,6000,7,0,2,0,0,0
"10986",0,39,0,0.376579747,6250,4,0,1,0,0,0
"10987",0.069968281,55,0,0.205873066,9500,11,0,2,0,1,0
"10988",0.077392261,66,0,0.350883039,3000,4,0,1,0,1,0
"10989",0.146065687,63,0,56,NA,1,0,0,0,0,0
"10990",1.965087282,45,2,0.201919232,2500,7,4,0,1,2,1
"10991",0.814005242,41,0,0.646264247,2368,4,0,0,0,2,1
"10992",0.354419864,61,0,0.23427259,17850,7,0,2,0,2,0
"10993",0.033944111,27,1,0.041522491,2600,6,0,0,0,0,0
"10994",0.157208692,57,0,0.46215367,3500,10,0,0,0,1,0
"10995",0.555153614,39,0,0.892795588,2900,12,0,1,0,2,1
"10996",0.030266716,65,0,0.11237025,10500,13,0,1,1,1,0
"10997",0,57,0,0.510416667,7871,13,0,5,0,0,0
"10998",1.099400327,45,1,4099,NA,17,0,1,1,0,1
"10999",0,66,0,4347,NA,10,0,2,0,0,0
"11000",0.578290571,44,2,0.410892836,8500,7,0,2,0,3,1
"11001",0.887508719,62,0,0.320487674,26000,19,0,2,0,0,0
"11002",0.023136348,61,0,0.379602813,4833,10,0,1,0,3,0
"11003",0.106946527,43,0,0.512578616,6041,6,0,2,0,1,0
"11004",0.360310557,55,0,0.935688104,3000,17,0,1,0,0,0
"11005",0,63,0,1945,NA,10,0,1,0,1,0
"11006",0.609302058,82,0,0.249166975,2700,11,0,0,0,0,0
"11007",1.20174482,33,3,0.177176148,2917,3,0,0,0,0,1
"11008",0.098779403,41,2,0.117085092,4500,6,0,0,0,2,1
"11009",0.002142796,68,0,0.050550747,5083,3,0,0,0,0,0
"11010",0.182921139,74,0,0.009395517,8833,4,0,0,0,1,0
"11011",0.123374089,61,0,57,NA,3,0,0,0,0,0
"11012",0.723454687,36,6,0.246536209,7000,12,1,0,3,2,1
"11013",0.536787777,72,0,556,NA,8,0,0,0,0,0
"11014",0.599047379,59,0,0.255813953,34700,23,0,1,0,5,0
"11015",0.449908182,29,1,0.262918796,1760,3,0,0,0,0,1
"11016",0.016996233,91,0,0.011595362,2500,4,0,0,0,0,0
"11017",0.306293874,42,0,0.318209805,25985,5,0,2,0,1,0
"11018",0.778362546,40,0,0.414341518,3583,11,0,1,0,0,1
"11019",0.480731987,38,1,0.57010053,9250,10,0,4,0,0,1
"11020",0,25,0,0,3732,6,0,0,0,0,0
"11021",0.036968172,47,0,2117.5,1,10,0,1,0,0,0
"11022",0.026567325,64,1,0.314512614,20650,14,0,5,0,2,0
"11023",0.138618262,74,0,353,NA,9,0,0,0,0,0
"11024",0.864570404,51,2,0.916419177,2356,11,0,1,0,0,1
"11025",0.077560349,40,2,0.975149957,3500,6,0,2,0,0,1
"11026",1.017489069,30,0,0.080207863,4425,4,0,0,0,0,1
"11027",0.225911635,61,0,0.433840684,9000,7,0,0,0,0,0
"11028",0.082724906,28,0,332,NA,9,0,0,0,0,0
"11029",0,79,0,0.734151329,4400,6,0,1,0,0,0
"11030",0.060730449,39,0,0.206508797,7558,4,0,1,0,3,0
"11031",0.089804066,56,0,0.488455715,5283,33,0,1,0,0,0
"11032",0.00960377,48,0,0.002239642,6250,5,0,0,0,0,0
"11033",0.020932775,70,0,1261,NA,8,0,1,0,0,0
"11034",0.112120452,62,0,0.359852169,5140,8,0,1,0,0,0
"11035",0.139291603,61,1,0.594110537,9100,22,0,2,0,0,0
"11036",0.766845099,72,0,0.240423745,15480,19,0,2,0,0,0
"11037",0.033396319,72,0,0.407027818,3414,20,0,1,2,0,1
"11038",0.988023952,38,1,0.729276896,2267,4,2,1,2,0,1
"11039",0.173595915,62,0,0.176303949,6000,10,0,0,0,1,0
"11040",0.069755588,36,0,0.065386923,5000,4,0,0,0,3,0
"11041",0.36715821,35,0,0.245626717,6916,7,0,1,0,0,0
"11042",1.069318054,31,2,0.512878921,5706,7,0,1,0,1,1
"11043",0.835970025,56,0,0.262292779,7117,4,0,2,0,0,0
"11044",0.9999999,63,98,0,986,0,98,0,98,0,1
"11045",0.031565442,69,0,838,NA,4,0,1,0,0,0
"11046",0.080298786,85,0,742,NA,6,0,0,0,0,0
"11047",0.511885603,36,0,0.507283633,3500,9,0,0,0,0,1
"11048",0.144183655,69,0,0.474091647,8008,14,0,3,0,0,0
"11049",0.200634199,47,0,0.514868199,7700,17,0,2,0,1,0
"11050",0.873526809,55,0,0.489748052,13216,15,0,2,0,5,1
"11051",0.013972056,28,1,0.025135676,3500,2,0,0,0,0,0
"11052",0.671843543,51,0,0.440474603,7500,8,0,1,0,1,0
"11053",0,46,0,0.075512406,1853,8,0,0,0,2,0
"11054",0.073410549,69,0,0.003249594,8000,9,0,0,0,1,0
"11055",0.001102729,73,0,0.001498501,2001,7,0,0,0,0,0
"11056",0.120268533,24,0,0.027808676,898,2,0,0,0,0,0
"11057",0.242354918,37,0,0.206332374,6600,12,0,0,0,2,0
"11058",0.070046508,56,0,0.343689736,14000,8,0,1,0,0,0
"11059",0.35844005,74,1,0.472763618,8003,10,0,2,0,1,0
"11060",0.725367108,45,0,0.609262436,8744,16,0,1,0,0,1
"11061",0.05668986,50,1,0.609432732,4600,17,0,1,0,0,0
"11062",0.025292748,72,0,0.604126679,2083,7,0,1,0,0,0
"11063",0.022292806,53,0,0.672072873,4500,5,0,3,0,0,0
"11064",0.328304138,53,0,5769,NA,13,0,2,0,0,0
"11065",0.0349965,31,2,0.420351033,4500,6,0,1,0,3,1
"11066",0.586815093,39,1,0.359107494,7125,8,0,1,0,1,1
"11067",0.250076184,66,0,0.427939317,9491,9,0,2,0,0,0
"11068",0.084089782,52,0,0.243098234,10250,24,0,2,0,0,0
"11069",1.027255833,39,1,0.961810467,2827,8,1,1,1,0,1
"11070",0.114038489,45,0,5587,NA,9,0,2,0,0,0
"11071",0.124462518,72,0,0.320234402,2900,9,0,1,0,0,0
"11072",0.039352244,74,0,0.031424082,7000,13,0,1,0,0,0
"11073",0.048230971,62,0,963,NA,9,0,1,0,0,0
"11074",0.125876677,62,0,0.312647181,7218,14,0,2,0,0,0
"11075",0,78,1,0.065319679,3612,6,0,0,0,0,0
"11076",0.162297719,39,1,0.168108174,8208,5,0,1,0,0,0
"11077",0.339228643,57,0,0.552484563,3400,18,0,0,0,0,0
"11078",0.05720006,53,0,0.857285679,4000,13,0,1,0,0,0
"11079",0.021319309,60,0,764,NA,22,0,1,0,0,0
"11080",0.480231564,41,0,1.16713352,1070,8,0,1,0,1,0
"11081",0.848984137,51,1,0.283720098,16762,19,0,1,0,1,1
"11082",0,28,0,0.51874063,2000,5,0,1,0,0,0
"11083",0.860203547,50,0,4393,NA,7,0,1,0,NA,0
"11084",0.237463033,52,1,0.290237467,7200,7,0,2,0,1,1
"11085",0.225986699,46,0,0.31437866,7684,19,0,2,0,1,0
"11086",0.380705338,53,0,0.369118622,7544,12,0,1,0,0,0
"11087",0.01739971,90,0,30,NA,10,0,0,0,NA,0
"11088",0.066891663,51,0,0.065352872,5936,4,0,0,0,0,0
"11089",0.9999999,50,2,0.140821459,2385,1,0,0,0,2,1
"11090",0.06348172,70,0,2950,NA,12,0,2,0,1,0
"11091",0.041896083,77,0,19,NA,1,0,0,0,0,0
"11092",0.014310793,50,0,19,NA,4,0,0,0,0,0
"11093",0.267622063,42,0,0.035268185,1360,1,0,0,0,0,0
"11094",0.093015126,42,0,0.102500998,15033,10,0,1,0,1,0
"11095",0.30745701,63,0,0.474822759,5500,22,0,1,0,1,0
"11096",0.13759312,63,0,82,NA,2,0,0,0,NA,0
"11097",0.089991744,57,1,1350,NA,9,0,1,0,0,0
"11098",0.079202745,73,2,0.179411485,10500,5,0,1,0,0,0
"11099",0.296414456,41,0,598,NA,4,0,0,1,0,1
"11100",0.087037598,68,0,0.011913626,9400,3,0,0,0,1,0
"11101",0.066143314,58,0,2081,NA,5,0,1,0,0,0
"11102",0.000861217,54,0,0.166938594,13483,10,0,1,0,0,0
"11103",0.295126775,62,0,0.187152251,9884,4,0,1,0,2,0
"11104",0.130116045,32,0,0.106549815,2167,4,0,0,0,0,0
"11105",0.319734013,65,0,0.132347061,5001,2,0,0,0,0,0
"11106",0.21426731,29,2,1510,NA,12,0,0,0,0,1
"11107",0.351239924,50,1,0.547218196,8968,12,0,1,0,1,0
"11108",0.003180581,73,0,5,NA,10,0,0,0,0,0
"11109",0.029406863,49,1,0.405351833,4035,11,0,1,0,2,0
"11110",0,64,0,41,NA,4,0,0,0,0,0
"11111",0.178825024,64,1,1503,NA,10,0,1,0,0,0
"11112",0.780066646,52,2,0.293721737,9508,10,0,2,1,2,1
"11113",0.411768714,46,0,0.620063323,6000,14,0,2,0,0,0
"11114",0.239754002,34,0,0.567881329,3100,6,0,1,0,2,0
"11115",0.193259127,51,2,0.141580057,13758,8,0,0,0,2,1
"11116",0.036824777,43,0,0.762071993,6833,7,0,2,0,0,0
"11117",0.034705202,54,0,0.438445194,8000,7,0,2,0,0,0
"11118",0.071967694,62,0,0.26752583,9000,7,0,1,0,0,0
"11119",0.049396787,62,0,0.157344687,5166,5,0,1,1,0,0
"11120",0.844353556,25,0,1.117470632,4000,13,0,0,0,1,1
"11121",0.561685133,74,0,0.646633529,4425,8,0,1,0,1,0
"11122",0.477332121,41,0,0.143663194,2303,5,0,0,0,0,0
"11123",0.352806505,48,0,0.642574464,4800,12,0,3,0,3,0
"11124",0.657814773,60,1,0.114491822,14000,10,0,0,0,0,1
"11125",0.236298093,56,0,0.229969633,8561,12,0,2,0,1,0
"11126",0.328122993,55,0,0.817897763,8000,19,0,6,0,0,1
"11127",0.9999999,34,0,0.116333725,850,2,0,0,0,0,1
"11128",0.018921929,65,0,0.014460512,4494,14,0,1,0,0,0
"11129",0.9999999,34,0,0,3916,0,1,0,0,1,1
"11130",0.544022799,74,0,0.162440226,6900,6,0,1,0,0,0
"11131",0.175943637,62,0,0.400734544,4900,9,0,2,0,0,0
"11132",0.035629338,60,0,0.537849007,9920,13,0,2,0,2,0
"11133",0.673854447,49,0,0.638269101,4436,6,0,2,0,2,0
"11134",0.757903769,36,0,0.310077519,8900,6,0,2,0,0,0
"11135",0.037211404,63,0,0.230153969,5000,6,0,1,0,0,0
"11136",0.550992936,63,0,12798,NA,23,0,5,0,0,0
"11137",0.201222779,62,0,0.127781368,10830,10,0,1,0,1,0
"11138",0.021861498,43,0,0.264637263,9000,19,0,1,0,2,0
"11139",0.440177991,79,0,0.61517492,2200,5,0,1,0,0,0
"11140",0.09724038,72,0,0.087750824,10016,10,0,1,0,0,0
"11141",0.136521248,48,0,0.23793976,12250,8,0,2,0,3,0
"11142",0.084076637,65,0,1373,NA,4,0,1,0,0,0
"11143",0.096790321,57,0,0.254628944,6750,3,0,2,0,0,0
"11144",0.254840762,59,1,1.171865627,3333,16,0,2,0,0,0
"11145",0.202341776,57,0,0.299091623,8916,7,0,2,0,2,0
"11146",0.551367982,56,0,0.566614244,4450,8,0,1,0,1,0
"11147",0.112852494,65,0,0.283652287,6165,7,0,1,0,0,0
"11148",0.145173873,73,0,0.276208944,8250,5,0,2,0,1,0
"11149",0.064221471,51,0,2259,NA,14,0,1,0,0,0
"11150",0.880449083,81,1,0.271909364,3000,2,1,0,1,0,1
"11151",0,77,0,0.023090586,3377,10,0,0,0,0,0
"11152",0.657740193,46,0,0.482502134,8200,6,0,2,0,4,0
"11153",0.9999999,41,0,0,0,1,0,0,0,0,0
"11154",0.015266942,81,0,0.003602484,8049,5,0,0,0,0,0
"11155",0.542686894,77,0,0.43822471,2500,4,0,0,0,0,0
"11156",0.352877011,28,1,0.417558887,1400,6,0,0,0,0,1
"11157",0.280775562,47,0,0.479014068,8600,8,0,2,0,0,0
"11158",0.000224714,44,0,0,NA,4,0,0,0,3,0
"11159",0.998000571,63,1,0.185662505,2482,1,0,0,0,0,1
"11160",0.432206326,63,1,0.464933993,2423,9,0,2,0,0,1
"11161",0.271247046,47,0,1115,1,9,0,2,0,2,0
"11162",0.426643339,38,0,0.231884058,2000,3,0,0,0,0,0
"11163",0,38,0,0.776716207,2825,6,0,1,0,0,0
"11164",0.169683032,67,0,0.032594524,1533,2,0,0,0,0,0
"11165",0.9999999,32,0,0.081248452,4036,1,0,0,0,0,1
"11166",0.03078594,63,0,1769,NA,4,0,1,0,0,0
"11167",0.284828428,61,0,0.275016665,13500,13,0,1,0,0,0
"11168",0.065719402,65,0,157,NA,3,0,0,0,0,0
"11169",0.898092456,47,2,0.169576581,9564,11,0,0,0,1,1
"11170",0.615040409,39,0,0.441711658,5000,10,0,1,0,2,0
"11171",0.9999999,65,0,1102,NA,6,0,2,0,0,0
"11172",0.376795815,62,0,0.171591565,15600,7,0,2,0,0,0
"11173",0.292316742,53,0,0.719910011,5333,12,0,2,0,1,0
"11174",0.009453972,57,0,0.188217808,7400,6,0,2,0,1,0
"11175",0.9999999,22,0,0,NA,1,0,0,0,NA,0
"11176",0.620110726,54,0,5008,NA,14,0,1,0,0,0
"11177",0,58,0,574,NA,14,0,1,0,NA,0
"11178",0.071341888,26,0,2758,NA,13,0,2,0,NA,0
"11179",0.087322817,49,0,0.162322512,15000,7,0,2,0,2,0
"11180",0.979630476,58,0,4440,NA,15,0,1,0,0,1
"11181",0.006910053,54,1,0.396375755,4800,19,0,1,0,3,0
"11182",0.410244165,29,0,0.209622427,7918,10,0,1,0,0,0
"11183",0.055776538,65,0,0.209822085,6800,8,0,1,0,0,0
"11184",0.239369201,45,0,4972,NA,8,0,2,0,2,0
"11185",0.550898204,44,0,0.075291622,6600,5,1,0,1,1,1
"11186",0.023534959,59,0,0.135197067,6545,10,0,1,0,0,0
"11187",0.456203962,53,0,0.56323946,6000,7,0,1,0,3,0
"11188",0.808845349,57,0,0.453161681,13204,14,0,3,0,0,0
"11189",0.849780523,26,0,0.250780901,2240,14,0,0,0,0,1
"11190",0.717234483,52,0,0.641108421,3716,9,0,1,0,3,1
"11191",0.001659053,71,0,0.000109487,18266,5,0,0,0,0,0
"11192",0.035586491,41,1,0.419784881,6600,8,0,1,0,4,0
"11193",0.341580725,61,0,0.8007998,4000,7,0,1,0,0,0
"11194",0.123431961,73,0,0.926514544,13716,32,0,3,0,0,0
"11195",0.664785665,72,0,0.587133042,1600,6,1,0,0,0,1
"11196",0.096175989,31,0,0.745522699,2400,4,0,2,0,0,0
"11197",1.055888224,36,2,0.167013744,2400,2,0,0,0,0,1
"11198",0.030213746,62,0,0.203846154,6499,8,0,1,0,0,0
"11199",0.332115256,59,0,0.287392717,12000,9,0,2,0,2,0
"11200",0.284257484,33,0,0.385269122,6000,27,0,0,0,0,0
"11201",0.042351696,71,0,0.177282272,10000,8,0,1,0,1,0
"11202",0.977084288,42,0,3337,NA,4,0,2,0,0,1
"11203",0.212801107,54,0,1.146284572,3000,23,0,1,0,1,0
"11204",0.03212948,41,0,0.038701623,800,3,0,0,0,0,0
"11205",0.015910938,76,0,0.311965812,6785,9,0,1,0,1,0
"11206",0.997834969,52,1,0.48854558,18900,13,0,2,0,2,1
"11207",0.443249508,66,0,0.378002343,6827,5,0,1,0,0,0
"11208",0.551964659,31,0,279,NA,6,0,0,0,NA,0
"11209",0.208863468,55,0,0.16751269,2166,4,0,0,0,1,0
"11210",0.000919243,53,0,0.173091931,6406,11,0,1,0,0,0
"11211",0.32398664,29,0,0.126692824,7900,8,0,0,0,2,0
"11212",0.084480352,64,0,0.162718105,12493,9,0,1,0,0,0
"11213",0.096126255,84,0,0.026378897,2501,2,0,0,0,0,0
"11214",0.954941591,49,0,0.825672646,3567,18,0,1,0,0,1
"11215",0,53,0,0.445627719,6666,24,0,3,0,0,0
"11216",0.018787309,57,0,0.259003082,13300,10,0,1,0,0,0
"11217",0.9999999,42,0,0.424242424,3200,5,0,0,0,3,1
"11218",0.07451091,44,0,0.330065912,5916,10,0,1,0,1,0
"11219",0.9999999,72,0,0.129304599,4500,1,0,0,0,1,0
"11220",0.022257198,69,0,41,NA,4,0,0,0,0,0
"11221",0,65,0,0,NA,3,0,0,0,0,0
"11222",0.04109863,40,0,0.085190264,5833,3,0,0,0,0,0
"11223",0.395823807,48,0,0.15795487,3500,7,1,0,0,2,1
"11224",0.030337601,82,0,0.410119667,7687,6,0,2,0,0,0
"11225",0,61,0,0.353543155,5178,10,0,1,0,0,0
"11226",0.005719721,59,0,1622,NA,15,0,1,0,4,0
"11227",0.062315817,60,0,0.275265435,5085,11,0,2,0,1,0
"11228",0.381035435,72,1,1.540918164,1001,13,0,0,0,0,1
"11229",0.020406775,31,0,0.321334293,4166,8,0,2,0,0,0
"11230",0.050074668,39,0,4296,NA,10,0,1,0,0,0
"11231",0.012633383,52,0,0.006939459,4178,11,0,0,0,0,0
"11232",1.170921939,37,0,0.101901421,5416,7,0,0,0,0,1
"11233",0.05146217,68,0,0.29136748,18800,12,0,3,0,2,0
"11234",0.000863044,41,0,0.253004312,10900,11,0,2,0,3,0
"11235",0.081597364,67,0,1822,NA,12,0,2,0,0,0
"11236",0.225580575,32,0,0.337526548,6120,7,0,2,0,0,0
"11237",0.545841744,37,0,0.956109883,6333,9,0,4,0,1,1
"11238",0.98294218,30,0,0.132361085,5416,3,0,0,0,0,1
"11239",0.9999999,80,0,0.322580645,2169,3,1,0,3,0,1
"11240",0.147368662,78,0,0.068977008,3000,11,0,0,0,0,0
"11241",0.134686531,56,0,0.158385568,6540,7,0,1,0,2,0
"11242",0.943949788,35,1,0.047825042,4160,10,0,0,0,0,1
"11243",0,81,0,0.113273647,7706,8,0,1,0,0,0
"11244",0.027541283,46,1,1.160599572,1400,10,0,1,0,2,0
"11245",0,48,2,11693,NA,14,0,8,0,2,1
"11246",0.00604057,49,0,0.422938073,3600,6,0,1,0,1,0
"11247",0.657241316,76,0,0.890057864,1900,20,0,1,0,0,0
"11248",0.009602104,81,0,0.371318822,5466,12,0,2,0,0,0
"11249",0,50,0,0.237976202,10000,4,0,1,0,1,0
"11250",0.124612988,75,0,1.811350919,1250,16,0,2,0,0,0
"11251",0.090696175,89,0,0.037674482,7378,10,0,0,1,0,1
"11252",0.29263885,54,0,1.139960011,3500,10,0,1,0,0,0
"11253",0.613535459,46,0,0.567541459,6210,9,0,1,0,3,1
"11254",0.02895273,39,0,77,NA,7,0,0,0,0,0
"11255",0.682045422,46,0,0.345700955,4500,10,0,0,0,0,1
"11256",0.952395003,41,0,0.305115814,6000,4,0,1,0,3,0
"11257",0.737271254,57,0,0.53921181,7586,19,0,3,0,1,0
"11258",0.207642513,62,0,0.191280872,10000,6,0,1,0,1,0
"11259",0.9999999,72,0,905,NA,5,0,1,0,0,0
"11260",0.17531938,54,0,0.32454052,10500,9,0,2,0,2,0
"11261",0,62,0,0.128482879,16616,8,0,2,0,0,0
"11262",0.439576093,38,0,1.83948373,5500,15,0,6,0,1,1
"11263",0.976501958,58,0,0.464543603,5400,6,0,2,0,0,0
"11264",0.013838893,27,0,0.32820907,1300,4,0,0,0,0,0
"11265",0.201054513,50,0,0.843183148,3417,4,0,1,0,0,0
"11266",0.0259987,56,0,0.408318364,7236,6,0,2,0,2,0
"11267",0.195789705,49,0,0.296478745,5480,6,0,1,0,1,0
"11268",0.156096658,54,0,51,NA,4,0,0,0,0,0
"11269",0.207017756,74,0,0.012239021,8333,9,0,0,0,0,0
"11270",0.355103792,50,0,0.439712058,5000,10,0,1,0,1,0
"11271",0.009933002,63,0,0.094181164,5000,4,0,0,0,0,0
"11272",0.955840693,48,0,0.223944014,4000,4,0,0,0,1,1
"11273",0.9999999,43,0,0.39194499,2035,4,0,1,0,2,0
"11274",0.509814196,39,0,0.289436469,23334,11,0,2,0,1,0
"11275",0.550422479,44,0,2346,NA,5,0,1,0,NA,0
"11276",0.031659367,60,0,0.170069855,7443,11,0,1,0,3,0
"11277",0.012217697,53,1,0.13499325,6666,6,0,0,0,1,0
"11278",0.718135584,36,0,0.3014068,8529,6,0,1,0,2,0
"11279",0.361839945,49,0,0.192733939,12000,9,0,1,0,1,0
"11280",0.050461214,79,0,0.102425181,3875,10,0,0,0,1,0
"11281",0.08423334,56,0,0.243399469,6400,14,0,1,0,1,0
"11282",0.008686923,46,0,0.257551837,9500,8,0,2,0,4,0
"11283",0.005713544,37,0,0.71968733,5500,6,0,2,0,2,0
"11284",0.006553645,75,0,2048,NA,6,0,1,0,0,0
"11285",0.958410837,42,0,0.332708411,8000,39,0,0,0,1,1
"11286",0.9999999,39,0,0.201554692,1800,2,0,0,0,3,1
"11287",0.051027271,45,0,0.016139879,7434,5,0,0,0,0,0
"11288",0.022016718,65,0,37,NA,3,0,0,0,0,0
"11289",0.9999999,30,1,0.112464855,3200,2,0,0,0,0,1
"11290",0.066603625,61,0,1.283395755,800,12,1,1,0,0,1
"11291",0.937641114,61,2,0.203510331,4500,9,0,0,0,0,1
"11292",0.003172304,65,0,0.220222472,8000,10,0,2,0,0,0
"11293",0.419271891,40,0,0.741596277,5800,12,0,2,0,0,0
"11294",0.794806761,54,0,1.676583493,2083,10,0,1,0,0,1
"11295",0.9999999,48,0,0.152226968,3277,3,0,0,0,2,1
"11296",0.686030802,54,0,0.261415398,9000,4,0,1,0,0,0
"11297",0.221991778,46,0,0.285601266,6319,4,0,2,0,1,0
"11298",0.092716364,48,0,0.096419377,4272,7,0,0,0,0,0
"11299",0.114961457,63,0,5012,NA,13,0,3,0,0,0
"11300",0.014333546,45,0,622,0,15,0,0,0,0,0
"11301",0.025049151,51,0,0.263076126,5792,9,0,1,0,3,0
"11302",0.432213982,33,0,0.328206114,5200,6,0,1,0,1,0
